,Job_title,Company,Location,Salary,Date_of_post,Today_date,Summary,Job_URL
18,Machine Learning Engineer,Samsung Electronics,México,"$23,000 - $25,000 al mes",25,2020-11-22,"Samsung is currently recruiting world-class engineers who share our “Innovation through passion” philosophy and thrive in a fast-pace, results-driven…",https://mx.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DO8gn0DS10ps9igS12mVWUdv0wn5LAeaDS-wtTe8kzsvLNlvOA_q9-Z0jj2WEkwkiXenTWYgkqfWrhekbOBAYVPtPrIf1aQInphgaalXzAtCZ3ILhj1zKhNMsPCMPh6r44IebNHgKLCYbTbxM3cuxwU-6CyMoOfF_ZJeLogtMyaCpROrOPIDQmskvaz6roAi25jvRzHMvHM3Uzr4cI81o3KZLmsOjali0YribaH3uEG5-HabM6jDYfvApagB311Fi47AeHsiPLs_QdsPhmI6ezj1jhGu1hlyU1AIfriLru0yyq9Zb5CyXQ4yK9Sf_5xAfYkjM_TFNf3R76x9jJjzM-StVEq54ZU03F8Zo-PaRflmP3SG8GS9aQK97785yBHOzb5bfhgUMlg34WOBUj0DbhOt0pr8BkTgjoUvm74z_w0RY7Txol1AGr4Vu34gACBguExFrSczMhuw==&p=3&fvj=1&vjs=3
19,Hydraulic Mechanical Engineer (rotating equipment),John Crane,"Cuautitlán Izcalli, Méx.",None,9,2020-11-22,"As a member of the ELU (Engineered Lubricator Units) team, the engineer will design and engineer seal and bearing lubricators. Other duties may be assigned.",https://mx.indeed.com/rc/clk?jk=f4a6a1fe84c9ef3c&fccid=49058a8065a57ae1&vjs=3
20,DESIGN ENGINEER PWR GEN,John Deere,Coahuila,None,10,2020-11-22,"This may include possible involvement of other functional engineers, supply management and/or supplier personnel. There are 7 billion people on this planet.",https://mx.indeed.com/rc/clk?jk=ab2a5e0382716a6e&fccid=38eb72d608d80c79&vjs=3
21,Data Engineer Programming,Remoto desde México,"Miguel Hidalgo, CDMX",None,3,2020-11-22,"Empresa Líder en Tecnologías de la Información con con presencia en México, está en la búsqueda de talento TI como: Experiencia en proyectos de Datawerehouse.",https://mx.indeed.com/company/ECOSISTEMAS-MEXICO/jobs/Data-engineer-programming-0d36184858cb7f07?fccid=a0aa88c5f340eb82&vjs=3
22,Tooling Engineer,Flex,"Guadalajara, Jal.",None,2,2020-11-22,"We will process your data in accordance with our Recruitment Privacy Notice . If you have any queries about the processing of your data, please contact:",https://mx.indeed.com/rc/clk?jk=ecbef87b495b4c4c&fccid=b4ab9735c58e3972&vjs=3
23,Data Engineer,Xertica,"Miguel Hidalgo, CDMX",None,+30,2020-11-22,Somos la consultora de tecnología que habilita la transformación digital de las organizaciones líderes de América Latina a través de soluciones basadas en la…,https://mx.indeed.com/rc/clk?jk=34149c2a6759f3b5&fccid=1f41cf5cad5ca194&vjs=3
24,Engineer,Aspen Technology,Ciudad de México,None,1 día,2020-11-22,"The driving force behind our success has always been the people of AspenTech. What drives us, is our aspiration, our desire and ambition to keep pushing the…",https://mx.indeed.com/rc/clk?jk=8874ae4885918d04&fccid=b3fc015a7c99e39b&vjs=3
25,Facilities Engineer,Stanley Black & Decker,"Monterrey, N. L.",None,6,2020-11-22,"Supervise technicians and contractors to facility maintenance and construction. Supervise the troubleshooting, repair and upgrade of all facilities working…",https://mx.indeed.com/rc/clk?jk=4507d46d19cbae0e&fccid=d30328706976dba9&vjs=3
26,"PVV ENGR, Test Engineer",John Deere,Nuevo León,None,9,2020-11-22,"Basic knowledge of data management and related applications (Tableau or Power BI). There are 7 billion people on this planet. Title: PVV ENGR, Test Engineer.",https://mx.indeed.com/rc/clk?jk=90fc587a612f3f09&fccid=38eb72d608d80c79&vjs=3
27,Data Engineer Intern,Kueski,"Guadalajara, Jal.",None,3,2020-11-22,"To transport data reliably across all our systems and users for analytical purposes. No matter the size, format and speed of data you will learn to tackle it.",https://mx.indeed.com/rc/clk?jk=3f25bf6dfe7fabdf&fccid=69404b4fd1d4bb12&vjs=3
28,Reliability/FA Engineer 2,Skyworks,"Mexicali, B.C.",None,1 día,2020-11-22,Please access Privacy Notice for Mexico for important information on personal data and electronic communications.,https://mx.indeed.com/rc/clk?jk=5b03a5405284b889&fccid=dd65ff8c995d54b5&vjs=3
29,Mechanical Engineer,Visteon Corporation,"Querétaro, Qro.",None,+30,2020-11-22,"Translate styling data into product design that meets functional, quality and financial targets by conducting feasibility study.",https://mx.indeed.com/rc/clk?jk=2ac2a3ccb054972e&fccid=687353658ec2a0cb&vjs=3
30,Reliability/FA Engineer 2,Skyworks,"Mexicali, B.C.",None,1 día,2020-11-22,Please access Privacy Notice for Mexico for important information on personal data and electronic communications.,https://mx.indeed.com/rc/clk?jk=5b03a5405284b889&fccid=dd65ff8c995d54b5&vjs=3
31,Mechanical Engineer,Visteon Corporation,"Querétaro, Qro.",None,+30,2020-11-22,"Translate styling data into product design that meets functional, quality and financial targets by conducting feasibility study.",https://mx.indeed.com/rc/clk?jk=2ac2a3ccb054972e&fccid=687353658ec2a0cb&vjs=3
32,Sr. Data Enginieer,ARMEER,"Miguel Hidalgo, CDMX","$45,000 - $50,000 al mes",2,2020-11-22,"Importante empresa de TI, con presencia en LATAM y USA, esta buscando el siguiente perfil. Experiencia: más de 5 años en mismo puesto.",https://mx.indeed.com/company/GRUPO-TDS/jobs/Senior-data-enginieer-bfdf0a3eb259cd88?fccid=059cfa604f3c69b6&vjs=3
33,Manufacturing Engineer,Caterpillar,"Ciénega de Flores, N. L.",None,26,2020-11-22,"Basic computer skills / Use and query computerized control systems, enter data into databases, emails, limited spreadsheet / word processing.",https://mx.indeed.com/rc/clk?jk=6445e2169cc9d88c&fccid=d723225da214c842&vjs=3
34,Quality Engineer,Stanley Black & Decker,"Monterrey, N. L.",None,6,2020-11-22,Drive a strong quality improvement and cost (scrap) reduction project deck using data driven Continuous Improvement tools such as Lean and Six Sigma.,https://mx.indeed.com/rc/clk?jk=73370cfc91b81ce3&fccid=d30328706976dba9&vjs=3
35,Manufacturing Process Engineer,Bosch Group,"Toluca, Méx.",None,16,2020-11-22,"Initiates corrective actions if SPC data shows ""out-of-control"" conditions. Do you want beneficial technologies being shaped your ideas?",https://mx.indeed.com/rc/clk?jk=64bb6e01751d3f0c&fccid=a2faf1301ac6ad4b&vjs=3
36,Process Engineer - Spark,Envista Holdings,"Mexicali, B.C.",None,20,2020-11-22,"Execute test protocols, summarize data, analyze and make conclusions. Ability to develop test protocols, execute testing, statistically analyze data, and…",https://mx.indeed.com/rc/clk?jk=1e11345d3b113441&fccid=e2414a4268d2346e&vjs=3
37,Manufacturing Engineer,Chassis Brakes International,"Querétaro, Qro.",None,+30,2020-11-22,Analyze production data to solve daily production problems. Chassis Brakes International is one of the world’s largest manufacturers of automotive braking…,https://mx.indeed.com/rc/clk?jk=15b45c12a369698b&fccid=f151b7ff5cc8e9a9&vjs=3
38,PROCESS/MANUF ENGINEERING ENGINEER - COATING,Valeo,"Querétaro, Qro.",None,+30,2020-11-22,Maintain and update the data base relating to process cycle time of the production operations. As Coating Engineer you'll be responsible for:,https://mx.indeed.com/rc/clk?jk=f38515312310d79d&fccid=ffac1b3685b3c240&vjs=3
39,Quality Engineer,Garrett Advancing Motion,"Mexicali, B.C.",None,16,2020-11-22,Provide analysis of data in support of quality and process improvements. Be a part of a team of Quality Engineers at the (insert site) that applies its…,https://mx.indeed.com/rc/clk?jk=75c60668c403619a&fccid=d9bafbf876cd0b62&vjs=3
40,Design Engineer,"Hyperion MATERIALS TECHNOLOGIES, INC","Tlalnepantla, Méx.",None,11,2020-11-22,"HYPERION MATERIALS & TECHNOLOGIES MÉXICO, IS LOOKING FOR A: This position is key in the business, It´s responsible for Development New Products (New Designs -…",https://mx.indeed.com/rc/clk?jk=b9677b585fe7512c&fccid=6356e20cb7ea17b3&vjs=3
41,"Supplier Industrialization Engineer, Power Distribution Wire Harness MX",Tesla,"San Nicolás de los Garza, N. L.",None,+30,2020-11-22,Must be familiar with SPC and data analysis. Tesla’s Supplier Industrialization team is responsible for critical product manufacturing development and…,https://mx.indeed.com/rc/clk?jk=00f613d2cf791647&fccid=86e9be6ce380173e&vjs=3
42,Data Engineer,Mbc IT Talent Solutions,"Monterrey, N. L.",None,27,2020-11-22,"Somos Mbc IT Talent Solutions y en nuestra empresa reclutamos el mejor talento para conectarlo con empresas internacionales, ya que somos un equipo con casi 7…",https://mx.indeed.com/company/Mbc-IT-Talent-Solutions/jobs/Data-engineer-79979eca027d92cc?fccid=6b8fcb23a3501270&vjs=3
43,Product Management Quality Engineer,The Timken Company,"Cuautitlán Izcalli, Méx.",None,24,2020-11-22,Ensure integrity of data entered. Your Career Begins at Timken. If you're ready for a challenging career that provides you with the ability to advance…,https://mx.indeed.com/rc/clk?jk=bc4fd7a1cbdd1f2d&fccid=062f7d3c0009bed2&vjs=3
44,Sales Data Analyst,Yalochat,Desde casa,None,24,2020-11-22,Monitor and audit data quality. Clean and identify relevant data to support the customer’s needs. Understand the customer’s needs in terms of data and go a step…,https://mx.indeed.com/rc/clk?jk=f8b042fcffedada0&fccid=74ac28026a73f8e4&vjs=3
45,Material Engineer,Gates Corporation,"Toluca, Méx.",None,+30,2020-11-22,We push the boundaries of material science to engineer solutions that continually exceed customer expectations. Are you inspired by challenging the status quo?,https://mx.indeed.com/rc/clk?jk=4b1ee08f7ccf3e8c&fccid=a12996b2625d253a&vjs=3
46,"Supplier Industrialization Engineer, Seats Mexico",Tesla,"San Nicolás de los Garza, N. L.",None,+30,2020-11-22,Must be familiar with SPC and data analysis. Tesla’s Supplier Industrialization team is responsible for critical component development and qualification…,https://mx.indeed.com/rc/clk?jk=c0b003f5f03b4279&fccid=86e9be6ce380173e&vjs=3
47,Process Engineer I,American Standard,"Ciénega de Flores, N. L.",None,17,2020-11-22,"Manage Master data information for the plant, including BOMs and routing to have the correct cost for the plant. Manage ECNs to be implementing in floor.",https://mx.indeed.com/rc/clk?jk=c4536e80c737bf30&fccid=9abc205b1f92e947&vjs=3
48,QMS Engineer,Eaton,"Aguascalientes, Ags.",None,4,2020-11-22,"IMDS and data sheet for PPAP package. Support the development, analysis, and implementation of data feedback systems required to effectively evaluate the local…",https://mx.indeed.com/rc/clk?jk=13faa8c13f588a65&fccid=87f38351bd29de24&vjs=3
49,NOC Engineer,Solera,Ciudad de México,None,+30,2020-11-22,We're on the hunt for a NOC Engineer to join our team in Mexico City and w ork with a team of NOC engineers to support the 24/7 Solera technology platform.,https://mx.indeed.com/rc/clk?jk=082483efe5d18f13&fccid=aba27e89f85b47c6&vjs=3
50,Process-Tool Engineer Level 1,Faurecia,"Puebla, Pue.",None,+30,2020-11-22,1. Gather input data from the product design team.,https://mx.indeed.com/rc/clk?jk=81ab8e7b8d08b6c4&fccid=be6df1e15053629d&vjs=3
51,Data Engineer 2 (Remote Work),Skyworks,"Mexicali, B.C.",None,28,2020-11-22,Follow data architecture guidelines that simplify cross-project participation among Data Team members. Monitor data platform performance and stability and fine…,https://mx.indeed.com/rc/clk?jk=d9c38bc3f53645ea&fccid=dd65ff8c995d54b5&vjs=3
52,Quality Engineer,General Electric,"Monterrey, N. L.",None,+30,2020-11-22,"Focus on product quality through data collection, data analysis, experimentation, simulation,. Lead data analysis of internal and external defects DPU (Defects…",https://mx.indeed.com/rc/clk?jk=f33ad4741917f9a1&fccid=c5c99ec01e2125aa&vjs=3
53,Sr Consultant Engineer,Aspen Technology,Ciudad de México,None,24,2020-11-22,Understand the concepts of multi-variable identification and be able to proficiently execute data analysis for larger scope problems.,https://mx.indeed.com/rc/clk?jk=e03d7545feb89709&fccid=b3fc015a7c99e39b&vjs=3
54,Machine Learning,Kueski,Desde casa,None,2,2020-11-22,"You have experience working with data science and machine learning tools (pandas, numpy, sklearn, etc.) and using cloud technologies.",https://mx.indeed.com/rc/clk?jk=c65b6dd500ebdb46&fccid=69404b4fd1d4bb12&vjs=3
55,Data Engineer,NORMATIVIDAD EN TECNOLOGIAS DE LA INFORMACION,"San Pedro Garza García, N. L.",None,11,2020-11-22,"Execute data pipelines and data model for BI product and alerts in CRM. Dashboard and alerts, embedded in CRM for the Salesforce 360 of their customers and…",https://mx.indeed.com/company/ALTHEANET-SA-DE-CV/jobs/Data-engineer-a668a5dfcd22abc5?fccid=3690eb71b47c5f0e&vjs=3
56,EHS Engineer,Flex,Tabasco,None,+30,2020-11-22,"We will process your data in accordance with our Recruitment Privacy Notice . If you have any queries about the processing of your data, please contact:",https://mx.indeed.com/rc/clk?jk=850f1c62204c86b9&fccid=b4ab9735c58e3972&vjs=3
57,New Product Introduction (Mechanical Engineer),Stanley Black & Decker,"Monterrey, N. L.",None,6,2020-11-22,"Well-rounded in advanced engineering concepts, problem solving skills, & data analysis. The NPI engineer will be responsible for on-site engineering support…",https://mx.indeed.com/rc/clk?jk=8f339a3acb958af8&fccid=d30328706976dba9&vjs=3
58,Quality Engineer Sr,John Deere,"Saltillo, Coah.",None,3,2020-11-22,"Knowledge of advanced data gathering and analysis techniques, including statistical analysis. Investigates unit quality related issues and concerns related to…",https://mx.indeed.com/rc/clk?jk=29caee7741fb2264&fccid=38eb72d608d80c79&vjs=3
59,Product Engineer,Corning,"Reynosa, Tamps.",None,2,2020-11-22,"The carrier network product group consists primarily of products and solutions for optical-based communications infrastructure for services such as video, data…",https://mx.indeed.com/rc/clk?jk=943498d803a995d3&fccid=31bebfb78bc1f0f1&vjs=3
60,"Lean Engineer (Piedras Negras, Coahuila)",Littelfuse,"Piedras Negras, Coah.",None,+30,2020-11-22,"Collects data to identify root cause of problems. Develops metrics that provide data for process measurement, identifying indicators for future improvement…",https://mx.indeed.com/rc/clk?jk=702ed6808d3ade36&fccid=95cdfb46304a52f6&vjs=3
61,Data Engineer - Mexico City,Zubale,Ciudad de México,None,25,2020-11-22,"+2 years working within an enterprise data lake/warehouse environment or big data architecture. + 3 years working as a data engineer, with Apache airflow…",https://mx.indeed.com/rc/clk?jk=bfd1d5ac2aba41cb&fccid=d29b3be02596c9fc&vjs=3
62,Data Engineer,Rubik Ventures,Ciudad de México,None,13,2020-11-22,Generar y construir la infraestructura necesaria para las tareas de la empresa y cada una de sus áreas. Coordinar el área de ingeniería de datos.,https://mx.indeed.com/rc/clk?jk=b70ab14177d703cc&fccid=12ee8564f45c9422&vjs=3
63,Ingeniero de Producto (vestiduras),Adient,"Puebla, Pue.",None,3,2020-11-22,Working side-to-side with a multidisciplinary team of local and foreign engineers to achieve product and program requirements compliance and criteria.,https://mx.indeed.com/company/Adient/jobs/Ingeniero-producto-a307b6574814152f?fccid=971ab33d39edbeb9&vjs=3
64,Data Engineer,WIZELINE,"Querétaro, Qro.",None,+30,2020-11-22,"Design and implement data platforms for large-scale, high performance and scalable requirements, integrating data from several data sources, managing structured…",https://mx.indeed.com/rc/clk?jk=a8956380c56f6212&fccid=da33cac326f2a81b&vjs=3
65,MEX Gerente De Territorio II,Parker Hannifin Corporation,"Toluca, Méx.",None,3,2020-11-22,"Bachelor degree in Mechanical engineer, Electronic Engineer , Industrial or Mechanical Electrical Engineer. Parker Hannifin is the world's leading diversified…",https://mx.indeed.com/rc/clk?jk=7ac890a96efebf94&fccid=b657433e58a9d0df&vjs=3
